anexo;linha;ncm;descricao;aliquota;observacao;vigencia_inicio;vigencia_fim
ANEXO XIV;116;116;CRIZOTINIBE;3004.90.69;;;
ANEXO XIV;117;117;DACARBAZINA;3004.90.68;;;
ANEXO XIV;118;118;DAPAGLIFLOZINA;3004.90.59;;;
ANEXO XIV;119;119;DARATUMUMABE;3002.15.90;;;
ANEXO XIV;120;120;DAROLUTAMIDA;3004.90.69;;;
ANEXO XIV;121;121;DASATINIBE;3004.90.79;;;
ANEXO XIV;122;122;DECITABINA;3004.90.79;;;
ANEXO XIV;123;123;DEFERASIROX;3004.90.69;;;
ANEXO XIV;124;124;DENOSUMABE;3002.15.90;;;
ANEXO XIV;125;125;DEXAMETASONA;3004.32.90;;;
ANEXO XIV;126;126;"DIASPARTATO DE 
			PASIREOTIDA";3004.39.29;;;
ANEXO XIV;127;127;DIAZEPAM;3004.90.64;;;
ANEXO XIV;128;128;"DICLORIDRATO DE 
			DACLATASVIR";3004.90.69;;;
ANEXO XIV;129;129;"DICLORIDRATO DE 
			PRAMIPEXOL MONOIDRATADO";3004.90.79;;;
ANEXO XIV;130;130;DICLORIDRATO DE QUININA;3004.49.90;;;
ANEXO XIV;131;131;"DICLORIDRATO DE 
			SAPROPTERINA";3004.90.69;;;
ANEXO XIV;132;132;DIDANOSINA;3004.90.79;;;
ANEXO XIV;133;133;DIETILESTILBESTROL;3004.90.95;;;
ANEXO XIV;134;134;DIFOSFATO DE CLOROQUINA;3004.90.69;;;
ANEXO XIV;135;135;DIMALEATO DE AFATINIBE;3004.90.79;;;
ANEXO XIV;136;136;"DIMETILSULFÓXIDO DE 
			TRAMETINIBE";3004.90.69;;;
ANEXO XIV;137;137;"DITARTARATO DE 
			VINORELBINA";3004.49.90;;;
ANEXO XIV;138;138;DOCETAXEL;3004.90.59;;;
ANEXO XIV;139;139;DOCETAXEL TRI-HIDRATADO;3004.90.59;;;
ANEXO XIV;140;140;DOLUTEGRAVIR SÓDICO;3004.90.79;;;
ANEXO XIV;141;141;DOXICICLINA MONOIDRATADA;3004.20.99;;;
ANEXO XIV;142;142;DURVALUMABE;3002.15.90;;;
ANEXO XIV;143;143;ECULIZUMABE;3002.15.90;;;
ANEXO XIV;144;144;EFAVIRENZ;3004.90.78;;;
ANEXO XIV;145;145;ELEXACAFTOR;3004.90.69;;;
ANEXO XIV;146;146;ELOTUZUMABE;3002.15.90;;;
ANEXO XIV;147;147;ELTROMBOPAGUE OLAMINA;3004.90.69;;;
ANEXO XIV;148;148;"EMBONATO DE 
			TRIPTORRELINA";3004.39.18;;;
ANEXO XIV;149;149;EMICIZUMABE;3002.15.90;;;
ANEXO XIV;150;150;EMTRICITABINA;3004.90.78;;;
ANEXO XIV;151;151;"ENANTATO DE 
			NORETISTERONA + VALERATO DE ESTRADIOL";3004.30.39;;;
ANEXO XIV;152;152;ENFLURANO;3004.90.99;;;
ANEXO XIV;153;153;ENFUVIRTIDA;3004.90.68;;;
ANEXO XIV;154;154;ENTRICITABINA;3004.90.78;;;
ANEXO XIV;155;155;"ENTRICITABINA + FUMARATO 
			TENOFOVIR DESOPROXILA";3004.90.78;;;
ANEXO XIV;156;156;ENZALUTAMIDA;3004.90.69;;;
ANEXO XIV;157;157;ERDAFITINIBE;3004.90.69;;;
ANEXO XIV;158;158;ESILATO DE NINTEDANIBE;3004.90.69;;;
ANEXO XIV;159;159;ESPIRONOLACTONA;3004.32.20;;;
ANEXO XIV;160;160;ESTAVUDINA;3004.90.79;;;
ANEXO XIV;161;161;"ETINILESTRADIOL + 
			LEVONORGESTREL";3004.39.39;;;
ANEXO XIV;162;162;ETOMIDATO;3004.90.69;;;
ANEXO XIV;163;163;ETOPOSIDEO;3004.90.78;;;
ANEXO XIV;164;164;ETRAVIRINA;3004.90.69;;;
ANEXO XIV;165;165;EVEROLIMO;3004.90.78;;;
ANEXO XIV;166;166;EXEMESTANO;3004.39.94;;;
ANEXO XIV;167;167;FATOR IX DE COAGULAÇÃO;3002.12.39;;;
ANEXO XIV;168;168;"FATOR VII DE COAGULAÇÃO 
			ATIVADO RECOMBINANTE";3002.12.39;;;
ANEXO XIV;169;169;FATOR VIII DE COAGULAÇÃO;3002.12.39;;;
ANEXO XIV;170;170;"FATOR VIII DE COAGULAÇÃO 
			CONTENDO FATOR DE VON WILLEBRAND";3002.12.39;;;
ANEXO XIV;171;171;"FATOR VIII DE COAGULAÇÃO 
			RECOMBINANTE";3002.12.39;;;
ANEXO XIV;172;172;FENTANILA;3004.90.69;;;
ANEXO XIV;173;173;FILGRASTIM;3002.15.90;;;
ANEXO XIV;174;174;FLUORURACILA;3004.90.69;;;
ANEXO XIV;175;175;FOLINATO DE CÁLCIO;3004.50.10;;;
ANEXO XIV;176;176;FOSAMPRENAVIR CÁLCICO;3004.90.78;;;
ANEXO XIV;177;177;FOSFATO DE FLUDARABINA;3004.90.78;;;
ANEXO XIV;178;178;FOSFATO DE OSELTAMIVIR;3004.90.49;;;
ANEXO XIV;179;179;FOSFATO DE RUXOLITINIBE;3004.90.69;;;
ANEXO XIV;180;180;FOSFATO DE SITAGLIPTINA;3004.90.69;;;
ANEXO XIV;181;181;FOTEMUSTINA;3004.90.58;;;
ANEXO XIV;182;182;FULVESTRANTO;3004.39.36;;;
ANEXO XIV;183;183;FUMARATO DE DIMETILA;3004.90.29;;;
ANEXO XIV;184;184;"FUMARATO DE TENOFOVIR 
			DESOPROXILA";3004.90.68;;;
ANEXO XIV;185;185;FUROSEMIDA;3004.90.76;;;
ANEXO XIV;186;186;GALSULFASE;3004.90.19;;;
ANEXO XIV;187;187;GANCICLOVIR SÓDICO;3004.90.69;;;
ANEXO XIV;188;188;GEFITINIBE;3004.90.79;;;
ANEXO XIV;189;189;GLICOSE;3004.90.99;;;
ANEXO XIV;190;190;GOLIMUMABE;3002.15.90;;;
ANEXO XIV;191;191;GOSSERRELINA;3004.39.27;;;
ANEXO XIV;192;192;GRANISETRON;3004.49.50;;;
ANEXO XIV;193;193;HALOPERIDOL;3004.90.69;;;
ANEXO XIV;194;194;HIDROXIUREIA;3004.90.99;;;
ANEXO XIV;195;195;HIPOCLORITO DE SÓDIO;3004.90.99;;;
ANEXO XIV;196;196;IBANDRONATO SÓDIO;3004.90.59;;;
ANEXO XIV;197;197;IBRUTINIBE;3004.90.69;;;
ANEXO XIV;198;198;IDARRUBICINA;3004.20.63;;;
ANEXO XIV;199;199;IDURSULFASE;3004.90.14;;;
ANEXO XIV;200;200;IFOSFAMIDA;3004.90.79;;;
ANEXO XIV;201;201;IMUNOGLOBULINA ANTIRRÁBICA;3002.12.39;;;
ANEXO XIV;202;202;IMUNOGLOBULINA ANTITETÂNICA;3002.12.39;;;
ANEXO XIV;203;203;"IMUNOGLOBULINA HUMANA 
			ANTI-HEPATITE B";3002.12.39;;;
ANEXO XIV;204;204;INSULINA GLARGINA;3004.31.00;;;
ANEXO XIV;205;205;INSULINA HUMANA;3004.31.00;;;
ANEXO XIV;206;206;"INTERFERON ALFA-2A E 
			INTERFERON ALFA-2B";3002.15.90;;;
ANEXO XIV;207;207;IOPAMIDOL;3006.30.13;;;
ANEXO XIV;208;208;IPILIMUMABE;3002.15.90;;;
ANEXO XIV;209;209;"ISETIONATO DE 
			PENTAMIDINA";3004.90.47;;;
ANEXO XIV;210;210;ISOFLURANO;3004.90.99;;;
ANEXO XIV;211;211;ISOTRETINOÍNA;3004.50.90;;;
ANEXO XIV;212;212;IVACAFTOR;3004.90.69;;;
ANEXO XIV;213;213;LAMIVUDINA + ZIDOVUDINA;3004.90.79;;;
ANEXO XIV;214;214;LETROZOL;3004.90.68;;;
ANEXO XIV;215;215;LEVETIRACETAM;3004.90.69;;;
ANEXO XIV;216;216;LIDOCAÍNA;3004.90.43;;;
ANEXO XIV;217;217;LINEZOLIDA;3004.90.79;;;
ANEXO XIV;218;218;LIPEGFILGRASTIM;3002.15.90;;;
ANEXO XIV;219;219;LOPINAVIR + RITONAVIR;3004.90.68;;;
ANEXO XIV;220;220;LOSARTANA POTÁSSICA;3004.90.69;;;
ANEXO XIV;221;221;LUMACAFTOR;3004.90.69;;;
ANEXO XIV;222;222;"MALEATO DE 
			ACALABRUTINIBE MONOIDRATADO";3004.90.69;;;
ANEXO XIV;223;223;MALEATO DE SUNITINIBE;3004.90.69;;;
ANEXO XIV;224;224;MALEATO DE TIMOLOL;3004.90.79;;;
ANEXO XIV;225;225;MARAVIROQUE;3004.90.49;;;
ANEXO XIV;226;226;MEPOLIZUMABE;3002.15.90;;;
ANEXO XIV;227;227;MERCAPTOPURINA;3004.90.63;;;
ANEXO XIV;228;228;MESILATO DE DABRAFENIBE;3004.90.79;;;
ANEXO XIV;229;229;"MESILATO DE 
			DESFERROXAMINA";3004.90.48;;;
ANEXO XIV;230;230;MESILATO DE IMATINIBE;3004.90.68;;;
ANEXO XIV;231;231;MESILATO DE NELFINAVIR;3004.90.68;;;
ANEXO XIV;232;232;MESILATO DE OSIMERTINIBE;3004.90.69;;;
ANEXO XIV;233;233;MESILATO DE RASAGILINA;3004.90.39;;;
ANEXO XIV;234;234;MESNA;3004.90.59;;;
ANEXO XIV;235;235;METILPREDNISOLONA;3004.90.99;;;
ANEXO XIV;236;236;METOTREXATO;3004.90.69;;;
ANEXO XIV;237;237;METOTREXATO DE SÓDIO;3004.90.69;;;
ANEXO XIV;238;238;MICOFENOLATO DE MOFETILA;3004.90.79;;;
ANEXO XIV;239;239;MICOFENOLATO DE SÓDIO;3004.90.59;;;
ANEXO XIV;240;240;MIDAZOLAM;3004.90.69;;;
ANEXO XIV;241;241;MIDOSTAURINA;3004.90.79;;;
ANEXO XIV;242;242;MIFAMURTIDA;3004.90.59;;;
ANEXO XIV;243;243;MITOMICINA;3004.20.91;;;
ANEXO XIV;244;244;MITOTANO;3004.90.95;;;
ANEXO XIV;245;245;NEVIRAPINA;3004.90.68;;;
ANEXO XIV;246;246;NILOTINIBE;3004.90.69;;;
ANEXO XIV;247;247;NITRENDIPINO;3004.90.69;;;
ANEXO XIV;248;248;NIVOLUMABE;3002.15.90;;;
ANEXO XIV;249;249;NUSINERSENA;3004.90.79;;;
ANEXO XIV;250;250;OCRELIZUMABE;3002.15.90;;;
ANEXO XIV;251;251;OCTREOTIDA;3004.39.26;;;
ANEXO XIV;252;252;OLAPARIBE;3004.90.69;;;
ANEXO XIV;253;253;OLARATUMABE;3002.15.90;;;
ANEXO XIV;254;254;"ONASEMNOGENO 
			ABEPARVOVEQUE";3002.90.00;;;
ANEXO XIV;255;255;OXALIPLATINA;3004.90.99;;;
ANEXO XIV;256;256;PACLITAXEL;3004.90.59;;;
ANEXO XIV;257;257;PALBOCICLIBE;3004.90.69;;;
ANEXO XIV;258;258;PAMIDRONATO DISSÓDICO;3004.90.59;;;
ANEXO XIV;259;259;PAMOATO DE PASIREOTIDA;3004.39.29;;;
ANEXO XIV;260;260;PANCREATINA;3004.90.19;;;
ANEXO XIV;261;261;PANITUMUMABE;3002.15.90;;;
ANEXO XIV;262;262;PEG INTERFERON ALFA-2B;3002.15.90;;;
ANEXO XIV;263;263;PEG INTERFERON ALFA-2A;3002.15.10;;;
ANEXO XIV;264;264;PEGASPARGASE;3004.90.19;;;
ANEXO XIV;265;265;PEGFILGRASTIM;3002.15.90;;;
ANEXO XIV;266;266;PEMETREXEDE DISSÓDICO;3004.90.69;;;
ANEXO XIV;267;267;"PEMETREXEDE DISSÓDICO 
			HEMIPENTAIDRATADO";3004.90.69;;;
ANEXO XIV;268;268;"PEMETREXEDE DISSÓDICO 
			HEPTAIDRATADO";3004.90.69;;;
ANEXO XIV;269;269;PERTUZUMABE;3002.15.90;;;
ANEXO XIV;270;270;PIOGLITAZONA;3004.90.79;;;
ANEXO XIV;271;271;"PIRAZINAMIDA + 
			RIFAMPICINA + CLORIDRATO DE ETAMBUTOL + ISONIAZIDA";3002.20.32;;;
ANEXO XIV;272;272;PLERIXAFOR;3004.90.69;;;
ANEXO XIV;273;273;PRAZIQUANTEL;3004.90.63;;;
ANEXO XIV;274;274;PREDNISOLONA;3004.32.10;;;
ANEXO XIV;275;275;PREGABALINA;3004.90.39;;;
ANEXO XIV;276;276;PROPOFOL;3004.90.95;;;
ANEXO XIV;277;277;QUININA;3004.49.90;;;
ANEXO XIV;278;278;RABEPRAZOL SÓDICO;3004.90.69;;;
ANEXO XIV;279;279;RALTEGRAVIR;3004.90.49;;;
ANEXO XIV;280;280;RAMUCIRUMABE;3002.15.90;;;
ANEXO XIV;281;281;RASBURICASE;3004.90.19;;;
ANEXO XIV;282;282;REGORAFENIBE;3004.90.69;;;
ANEXO XIV;283;283;RIBAVIRINA;3004.90.79;;;
ANEXO XIV;284;284;RIFAMPICINA + ISONIAZIDA;3004.20.32;;;
ANEXO XIV;285;285;RILUZOL;3004.90.69;;;
ANEXO XIV;286;286;RISANQUIZUMABE;3002.15.90;;;
ANEXO XIV;287;287;RISDIPLAM;3004.90.69;;;
ANEXO XIV;288;288;RISPERIDONA;3004.90.69;;;
ANEXO XIV;289;289;RITONAVIR;3004.90.78;;;
ANEXO XIV;290;290;RITUXIMABE;3002.15.20;;;
ANEXO XIV;291;291;"SACUBITRIL VALSARTANA 
			SÓDICA HIDRATADA";3004.90.69;;;
ANEXO XIV;292;292;SAQUINAVIR;3004.90.68;;;
ANEXO XIV;293;293;SAXAGLIPTINA;3004.90.69;;;
ANEXO XIV;294;294;SECUQUINUMABE;3002.15.90;;;
ANEXO XIV;295;295;SELEXIPAGUE;3004.90.79;;;
ANEXO XIV;296;296;SINVASTATINA;3004.90.59;;;
ANEXO XIV;297;297;SOFOSBUVIR;3004.90.79;;;
ANEXO XIV;298;298;SOMATROPINA;3004.39.29;;;
ANEXO XIV;299;299;"SORO ANTIARACNÍDICO 
			(LOXOSCELES, PHONEUTRIA E TITYUS)";3002.12.11;;;
ANEXO XIV;300;300;"SORO ANTIBOTRÓPICO 
			(PENTAVALENTE)";3002.12.11;;;
ANEXO XIV;301;301;"SORO ANTIBOTRÓPICO 
			(PENTAVALENTE) E ANTICROTÁLICO";3002.12.11;;;
ANEXO XIV;302;302;"SORO ANTIBOTRÓPICO 
			(PENTAVALENTE) E ANTILAQUÉTICO";3002.12.11;;;
ANEXO XIV;303;303;"SORO ANTIBOTULÍNICO AB 
			(BIVALENTE)";3002.12.19;;;
ANEXO XIV;304;304;SORO ANTICROTÁLICO;3002.12.11;;;
ANEXO XIV;305;305;SORO ANTIDIFTÉRICO;3002.12.15;;;
ANEXO XIV;306;306;"SORO ANTIELAPÍDICO 
			(BIVALENTE)";3002.12.11;;;
ANEXO XIV;307;307;SORO ANTIESCORPIÔNICO;3002.12.11;;;
ANEXO XIV;308;308;SORO ANTILONÔMICO;3002.12.11;;;
ANEXO XIV;309;309;"SORO ANTILOXOSCÉLICO 
			(TRIVALENTE)";3002.12.11;;;
ANEXO XIV;310;310;SORO ANTIRRÁBICO;3002.12.19;;;
ANEXO XIV;311;311;SORO ANTITETÂNICO;3002.12.12;;;
ANEXO XIV;312;312;SUCCINATO DE METOPROLOL;3004.90.39;;;
ANEXO XIV;313;313;SUCCINATO DE RIBOCICLIBE;3004.90.69;;;
ANEXO XIV;314;314;"SUCCINATO SÓDICO DE 
			HIDROCORTISONA";3004.32.10;;;
ANEXO XIV;315;315;SULFADIAZINA;3004.90.72;;;
ANEXO XIV;316;316;"SULFAMETOXAZOL + 
			TRIMETROPINA";3004.90.72;;;
ANEXO XIV;317;317;SULFATO DE ABACAVIR;3004.90.68;;;
ANEXO XIV;318;318;SULFATO DE ATAZANAVIR;3004.90.68;;;
ANEXO XIV;319;319;SULFATO DE BLEOMICINA;3004.20.93;;;
ANEXO XIV;320;320;SULFATO DE INDINAVIR;3004.90.68;;;
ANEXO XIV;321;321;"SULFATO DE 
			LAROTRECTINIBE";3004.90.69;;;
ANEXO XIV;322;322;SULFATO DE MORFINA;3004.49.90;;;
ANEXO XIV;323;323;"SULFATO DE MORFINA 
			PENTAIDRATADO";3004.49.90;;;
ANEXO XIV;324;324;SULFATO DE QUININA;3004.49.90;;;
ANEXO XIV;325;325;SULFATO DE VINCRISTINA;3004.49.10;;;
ANEXO XIV;326;326;TACROLIMO;3004.90.78;;;
ANEXO XIV;327;327;TAFAMIDIS MEGLUMINA;3004.90.79;;;
ANEXO XIV;328;328;TAMOXIFENO;3004.90.34;;;
ANEXO XIV;329;329;TARTARATO DE VARENICLINA;3004.90.69;;;
ANEXO XIV;330;330;TARTARATO DE VINORELBINA;3004.49.90;;;
ANEXO XIV;331;331;TEMOZOLOMIDA;3004.90.68;;;
ANEXO XIV;332;332;TENECTEPLASE;3004.90.19;;;
ANEXO XIV;333;333;TENIPOSIDEO;3004.90.78;;;
ANEXO XIV;334;334;TENOFOVIR;3004.90.68;;;
ANEXO XIV;335;335;TENSIROLIMO;3004.90.78;;;
ANEXO XIV;336;336;TERIFLUNOMIDA;3004.90.49;;;
ANEXO XIV;337;337;TERIZIDONA;3004.90.79;;;
ANEXO XIV;338;338;TETRACICLINA;3004.20.99;;;
ANEXO XIV;339;339;TEZACAFTOR;3004.90.69;;;
ANEXO XIV;340;340;TIOGUANINA;3004.90.68;;;
ANEXO XIV;341;341;TIPRANAVIR;3004.90.78;;;
ANEXO XIV;342;342;TOCILIZUMABE;3002.15.90;;;
ANEXO XIV;343;343;TOSILATO DE SORAFENIBE;3004.90.69;;;
ANEXO XIV;344;344;TRASTUZUMABE;3002.15.20;;;
ANEXO XIV;345;345;TRIÓXIDO DE ARSÊNIO;3004.90.99;;;
ANEXO XIV;346;346;TRIPTORRELINA;3004.39.18;;;
ANEXO XIV;347;347;"UPADACITINIBE 
			HEMI-HIDRATADO";3004.90.69;;;
ANEXO XIV;348;348;VANCOMICINA;3004.20.71;;;
ANEXO XIV;349;349;VANDETANIBE;3004.90.69;;;
ANEXO XIV;350;350;VEDOLIZUMABE;3002.15.90;;;
ANEXO XIV;351;351;VIMBLASTINA;3004.49.10;;;
ANEXO XIV;352;352;VINCRISTINA;3004.49.10;;;
ANEXO XIV;353;353;VINFLUNINA;3004.90.79;;;
ANEXO XIV;354;354;VINORELBINA;3004.49.90;;;
ANEXO XIV;355;355;ZIAGENAVIR;3004.90.68;;;
ANEXO XIV;356;356;ZIDOVUDINA;3004.90.79;;;
ANEXO XIV;357;357;"VACINA ADSORVIDA 
			DIFTERIA E TÉTANO";3002.41.29;;;
ANEXO XIV;358;358;"VACINA ADSORVIDA 
			DIFTERIA, TÉTANO E PERTUSSIS";3002.41.27;;;
ANEXO XIV;359;359;"VACINA ADSORVIDA 
			DIFTERIA, TÉTANO E PERTUSSIS (ACELULAR)";3002.41.27;;;
